ID;primäres_Label_viecpro;field_3;kind;Latitude;Longitude;notes;references_p_lucienfeld_harrer;URI_wien_wiki;URI_p_lucienfeld_harrer;alternatives_label_adress_neu;alternatives_label_adress1822;alternatives_label_suttingerstadtplan;alternatives_Label_Datensammlung;alternatives_Label_Feld;Stadtviertel;ist_Teil_von;GeoNames_Link;Access_Excel_Zitierweise
42;Herrengasse, Lambergisches Haus;Herrengasse, Lambergisches Haus;Wohnadresse;48.2098642;16.3657695;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 130. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Herrengasse_10&oldid=814467;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294265;Herrengasse 10;250;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Herrengasse, Lambergisches Haus
43;Herrengasse, Liechtensteinisches Haus;Herrengasse, Liechtensteinisches Haus;Wohnadresse;48.2089291;16.3663623;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 124. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Herrengasse_6-8&oldid=510401;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294259;Herrengasse 6-8;251;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Herrengasse, Liechtensteinisches Haus
44;Kohlmarkt, Selbisches Haus;"Kohlmarkt, Selbisches Haus;Kohlmarkt, Kaisersteinisches Haus";Wohnadresse;48.2082741;16.3667131;ab 1660 Hofkammerrat Gabriel Freiherr von Selb;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 33. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_18&oldid=510727;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294168;Kohlmarkt 18;253;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Kohlmarkt, Selbisches Haus
45;Kohlmarkt, Penzisches Haus;Kohlmarkt, Penzisches Haus;Wohnadresse;48.2084284;16.3669719;"ab 1685 Ernst Josua Panz; bei Lucienfeld-Harrer Panz statt Penz";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 24. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_16&oldid=510855;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294165;Kohlmarkt 16;254;Ernst Josua Penz Handelsm.;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Kohlmarkt, Pentz, Herr, Haus;Kohlmarkt, Pentzisches Haus;Kohlmarkt, Penz, Ernst, Haus;Kohlmarkt, Penz, Hans, Haus;Kohlmarkt, Penz, Herr, Haus;Kohlmarkt, Penz. Haus;Kohlmarkt, Penzische Erben, Haus;Kohlmarkt, Penzisches Haus"
46;Kohlmarkt, Lackhnerisches Haus;Kohlmarkt, Lackhnerisches Haus;Wohnadresse;48.2085204;16.3670414;ab 1678 Georg Lackhner, Buchführer;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 22. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_16&oldid=510855;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294163;Kohlmarkt 16;255;georg Lackhner buchführer;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Kohlmarkt, Lacherische Erben, Haus;Kohlmarkt, Lackhnerisches Haus;Kohlmarkt, Lackhnersches/Lacknerisches Haus;Kohlmarkt, Lackner[sches] Haus;Kohlmarkt, Lacknerisches Haus;Kohlmarkt, Laitnerisches Haus;Kohlmarkt, Lakner, Herr Haus;Kohlmarkt, Lakner. Haus;Kohlmarkt, Laknerisches Haus"
47;Kohlmarkt, Gurlandisches Haus;Kohlmarkt, Gurlandisches Haus;Wohnadresse;48.2086283;16.3672328;ab 1624 ksl. Schätzmeister Nicolas Gurland von Engelstain;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 21. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_14&oldid=510787;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294159;Kohlmarkt 14;257;;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Kohlmarkt, Gurlandtisches Haus, eH
48;Kohlmarkt, Zum grünen Gatter;"Kohlmarkt, Zum grünen Gatter;Kohlmarkt, Güttlerisches Haus";Wohnadresse;48.2087108;16.3673575;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 22. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_12&oldid=510831;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294157;Kohlmarkt 12;258;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Kohlmarkt, eH beim grünen Gatter
49;Kohlmarkt, Böhmsches Haus;Kohlmarkt, Böhmsches Haus;Wohnadresse;48.2087687;16.3673858;ab 1666 Johann Böhm, hofbefreiter Schneider;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 42. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_8-10&oldid=510877;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294155;Kohlmarkt 8-10;259;;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Kohlmarkt, Böheimb/Böhm, Johann, Haus;Kohlmarkt, Böhm, Hans, Haus;Kohlmarkt, Bohm, Herr, Haus;Kohlmarkt, Böhm, Johann, Haus;Kohlmarkt, Böhm. Haus;Kohlmarkt, Böhmb, Hans, Haus;Kohlmarkt, Böhmb, Johann, Garderobist, ksl., Haus;Kohlmarkt, Böhmb, Johann, Haus;Kohlmarkt, Böhmsches (?) Haus, eH;Kohlmarkt, Böhmsches Haus, eH"
50;Kohlmarkt, Valentinisches Haus;Kohlmarkt, Valentinisches Haus;Wohnadresse;48.2088223;16.3674716;ab 1673 Ferdinand Valentin;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 43. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_8-10&oldid=510877;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294152;Kohlmarkt 8-10;260;Ferd. Vallenthin;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Kohlmarkt, Valentin, Herr, Haus;Kohlmarkt, Valentin. Erben, Haus;Kohlmarkt, Valentinisches Haus;Kohlmarkt, Valentinisches Haus, eH;Kohlmarkt, Vallenth(in)/Vallenini, Catharina, Witwe, Haus;Kohlmarkt, Vallenthin, Catharina, Witwe, Haus;Kohlmarkt, Vallentin, Ferdinand, Haus;Kohlmarkt, Vallentinisches Haus"
51;Wallnerstraße, Lambergisches Haus;Wallnerstraße, Lambergisches Haus;Wohnadresse;48.2092862;16.3671179;ab 1684 von Graf Leopold v. Lamberg zu einem Haus verbaut;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 43. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wallnerstra%C3%9Fe_3&oldid=511244;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294177;Wallnerstraße 3;263;Ihr. gn. Hr. Leopold graff v. Lamberg;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Wallnerstraße (Wahllerstaße), Lambergsches Haus, eH;Wallnerstraße, Lamberg. Haus;Wallnerstraße, Lambergisches Haus;Wallnerstraße?, Lambergisches Haus"
52;Kanzleibad;"Kanzleibad;Wallnerstraße, Buecherisches Haus";Wohnadresse;48.2094565;16.3668617;ab 1668 Mathes Wilhelm Buecher, Bader und Wundarzt;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 45. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kanzleibad&oldid=510856;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294178;Wallnerstraße 5;264;Matthias Wilhelmb Buecher Baader;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Wallnerstraße, Kanzleibad
53;Wallnerstraße, Nestlehnerisches Haus;Wallnerstraße, Nestlehnerisches Haus;Wohnadresse;48.2095336;16.3667581;ab 1672 Hanns Georg Nestlehner, kaisl. Zeltschneider;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 86. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wallnerstra%C3%9Fe_5-7&oldid=511391;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294180;Wallnerstraße 5-7;265;Hanns Georg Nestlener;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Wallnerstraße, Nestlehner, Johann Georg, Haus;Wallnerstraße, Nestlehner, Johann, Haus"
54;Wallnerstraße, Hueberisches Haus;Wallnerstraße, Hueberisches Haus;Wohnadresse;48.2100041;16.3661587;ab 1654 Dr. Melchior Hueber, Gerichtsadvokat;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 6. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wallnerstra%C3%9Fe_9&oldid=511243;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294188;Wallnerstraße 9;269;Melchior Hueber erb.;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Wallnerstraße (Wallstraße), Hueberisches Haus;Wallnerstraße, Hueber, Dr. Haus;Wallnerstraße, Hueberisches Haus"
55;Wallnerstraße, Wo der Wolf den Gänsen predigt;Wallnerstraße, Wo der Wolf den Gänsen predigt;Wohnadresse;48.2101919;16.3659329;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 54. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wo_der_Wolf_den_G%C3%A4nsen_predigt&oldid=21756;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294189;Wallnerstraße 11;271;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Wo der Wolf den Gänsen predigt
56;Wallnerstraße, Löwensteinisches Haus;"Wallnerstraße, Löwensteinisches Haus;Wallnerstraße, Fischerisches Haus";Wohnadresse;48.2100576;16.3664716;ab 1693 Maximilian Gf. Löwenstein, Reichshofrat;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 88. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wallnerstra%C3%9Fe_6A&oldid=511208;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294223;Wallnerstraße 6a;273;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Wallerstraße, Löwensteinsches Haus
57;Haarhof;Haarhof;Wohnadresse;48.2101461;16.3674984;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 354. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Haarhof&oldid=463574;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281814;Naglergasse 9;276;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Haarhof;Haarhof, eH;Lindwurm, beim, Haarhof;Haarhof, beim Lindwurm"
58;Kohlmarkt, Puttelisches Haus;"Kohlmarkt, Puttelisches Haus;Kohlmarkt, Sallaisches Haus";Wohnadresse;48.2092077;16.3680678;"ab 1675 Theodor Buttel (auch Püttel), kaisl. Hofapotheker; ab 1686 Paul Ferdinand Puttel";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 3. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_4&oldid=510793;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294141;Kohlmarkt 4;279;Georg Christoph;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Kohlmarkt, Putelische Erben, Haus;Kohlmarkt, Puttelische Erben, Haus"
59;Kohlmarkt, Rösslerisches Haus;Kohlmarkt, Rösslerisches Haus;Wohnadresse;48.2095687;16.368111;ab 1681 Kammermusiker Leopold Rössler;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 351. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_2&oldid=510706;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294138;Kohlmarkt 2;280;;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Kohlmarkt, Rößler, Sebastian, Haus;Kohlmarkt, Rößlerisches Haus;Kohlmarkt, Rößlersches Haus, eH"
60;Kohlmarkt, Spöckhlisches Haus;Kohlmarkt, Spöckhlisches Haus;Wohnadresse;48.2093218;16.3681728;äußerer Rat Andre Spöckhl;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 351. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Graben_19&oldid=510432;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279007;Graben 19;281;Andrä Speikhl;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Kohlmarkt, Speckhl, Andree, Haus;Kohlmarkt, Speckhlische Erben Haus;Kohlmarkt, Speckhlisches/Spöcklisches Haus;Kohlmarkt, Speckhlisches/Spöcklisches Haus (1697-11-18 ;Kohlmarkt, Speckhlsches Haus;Kohlmarkt, Specklsches Haus, eH;Kohlmarkt, Spekhl/Steckhl, Andree, Haus;Kohlmarkt, Spekhl/Steckhl, Andree, Haus (1674-11-20 ;Kohlmarkt, Spetlisches Haus;Kohlmarkt, Spöckhl, Andre, Haus;Kohlmarkt, Spökl, Andree, Haus"
61;Neubad;"Neubad;Naglergasse, Hollenriederisches Haus";Wohnadresse;48.2098102;16.3676145;ab 1663 Wundarzt Martin Hollenrieder, Neubad;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 351. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Neubad&oldid=510860;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281811;Körblergasse 3;289;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Neubad
62;Naglergasse, Käfflisches Haus;"Naglergasse, Käfflisches Haus;Naglergasse, Schmidhuberisches Haus";Wohnadresse;48.2099808;16.3676311;ab 1702 Schlossermeister Johann Käffl;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 359. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_7&oldid=510893;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281813;Körblergasse 7;290;;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Naglergasse, Kaffel, Johann Haus
63;Naglergasse, Dillingerisches Haus;Naglergasse, Dillingerisches Haus;Wohnadresse;48.2103358;16.3673122;ab 1664 Hofschlosser Hanns Dillinger;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 366. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_13&oldid=510810;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281819;Naglergasse 13;291;;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Naglergasse, Dillgensches Haus, eH;Naglergasse, Dillinger, Hans, Haus"
64;Naglergasse, Albertisches Haus;"Naglergasse, Albertisches Haus;Naglergasse, Graßmannisches Haus";Wohnadresse;48.2103912;16.3672154;ab 1660 Glaser Hanns Albert;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 369. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_17&oldid=510859;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281827;Naglergasse 17;293;;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Naglergasse, Albert, Johann, Haus;Naglergasse, Alberth/Albert/Alber, Hans, Haus;Naglergasse, Albertisches Haus, eH;Naglergasse, Albrecht, Johann, Haus"
65;Naglergasse, Haus des Hofglasers;Naglergasse, Haus des Hofglasers;Wohnadresse;48.2104427;16.3671425;"ab 1660 Hanns Abert, Glaser; ab 1696 Hanns Albert, Hofglaser";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 367. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_19&oldid=510661;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281827;Naglergasse 19;294;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Naglergasse, Haus des Hofglasers, ksl. Hofquartier
66;Naglergasse, Brandweinerisches Haus;"Naglergasse, Brandweinerisches Haus;Naglergasse, Neupauerisches Haus";Wohnadresse;48.2105752;16.367012;ab 1704 Branntweiner Jakob Ignatius Neupauer;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 374. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_21&oldid=510753;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281829;Naglergasse 21;295;;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Naglergasse, Brandtweinerisches Haus
67;Naglergasse, Grätschmayrisches Haus;"Naglergasse, Grätschmayrisches Haus;Naglergasse, Hoffmeisterisches Haus;Naglergasse, Schafferisches Haus";Wohnadresse;48.2106838;16.3667981;ab 1648 bgl. Goldschmied Hanns Grätschmayr;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 374. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_25&oldid=510717;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281834;Naglergasse 25;298;;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Naglergasse, Gratschmayr/Kratschmayr, Hanns/Johann, Haus
68;Naglergasse, Zum goldenen Kampl;"Naglergasse, Zum goldenen Kampl;Naglergasse, Kleinschrodisches Haus;Naglergasse, Lehrerisches Haus;Naglergasse, Weidtmannisches Haus";Wohnadresse;48.2107866;16.3666086;"Schildname ""zum gulden Kampl""";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 376. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_27&oldid=510654;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281836;Naglergasse 27;299;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Naglergasse, beim Goldenen Kampl, eH
69;Naglergasse, Schneiderisches Haus;Naglergasse, Schneiderisches Haus;Wohnadresse;48.2109517;16.3665142;ab 1661 Glasermeister Hanns Adam Schneider;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 338. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_31&oldid=803222;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279969;Naglergasse 31;304;Adam Schneider;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Naglergasse, Schneider, Adam, Haus;Naglergasse, Schneider, Hans, Haus;Naglergasse, Schneider, Johann Adam Haus;Naglergasse, Schneider, Johann Adam/Adam Haus;Naglergasse, Schneidter/Schneider, Adam, Haus"
70;Naglergasse, Hämmerlisches Haus;"Naglergasse, Hämmerlisches Haus;Bognergasse, Hammerlisches Haus";Wohnadresse;48.2102667;16.367647;ab 1670 Johann Michael Hämmerl, kaiserl. Spitalmeister;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 337. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Bognergasse_11&oldid=797498;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281797;Naglergasse 12;317;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Naglergasse, Hämerisches Haus;Naglergasse, Hämerlisches Haus"
71;Am Hof, Stemblerisches Haus;Am Hof, Stemblerisches Haus;Wohnadresse;48.21041;16.367606;ab 1672 Sebald Stembler, Handelsmann;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 263. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Bognergasse_11&oldid=797498;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281799;Irisgasse 1;318;Sebaldt Stembler;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Am Hof, Stembler, Sebald, Haus
72;Päpstl. Nuntiatur;Päpstl. Nuntiatur;Wohnadresse;48.2106367;16.367311;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 265. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Am_Hof_3-4&oldid=510323;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281717;Am Hof 3-4;321;Inhaber der päpstl. Nuntiatur;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Am Hof, päpstl. Nuntiatur
73;Am Hof, Zum HahnenBeiß;"Am Hof, Zum HahnenBeiß;Heidenschuß, Kässtecherisches Haus;Am Hof, Schultzisches Haus";Wohnadresse;48.2109083;16.3669176;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 263. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_Hahnenbei%C3%9F&oldid=511364;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281720;Am Hof 5;322;Tobias Schultz;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"im Haanenbeiß;Am Hof, im Haanenbeiß"
74;Am Hof, Weberisches Haus;Am Hof, Weberisches Haus;Wohnadresse;48.2111678;16.3669652;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 270. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Heidenschuss_2&oldid=510463;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281725;Am Hof 6;324;Jos. Weber / kay hofbin erben;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Am Hof, Webersches Haus, eH
