ID;primary_label;Latitude;Longitude;citation_lucienfeld_harrer;URI_wien_wiki;URI_lucienfeld_harrer;adress_today;adress_1822;adress_suttingerstadtplan;district;alternative_label
54;Wallnerstraße, Hueberisches Haus;48.2100041;16.3661587;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 6. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wallnerstra%C3%9Fe_9&oldid=511243;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294188;Wallnerstraße 9;269;Melchior Hueber erb.;Schottenviertel;"Wallnerstraße (Wallstraße), Hueberisches Haus;Wallnerstraße, Hueber, Dr. Haus;Wallnerstraße, Hueberisches Haus"
55;Wallnerstraße, Wo der Wolf den Gänsen predigt;48.2101919;16.3659329;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 54. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wo_der_Wolf_den_G%C3%A4nsen_predigt&oldid=21756;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294189;Wallnerstraße 11;271;;Schottenviertel;Wo der Wolf den Gänsen predigt
56;Wallnerstraße, Löwensteinisches Haus;48.2100576;16.3664716;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 88. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wallnerstra%C3%9Fe_6A&oldid=511208;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294223;Wallnerstraße 6a;273;;Schottenviertel;Wallerstraße, Löwensteinsches Haus
57;Haarhof;48.2101461;16.3674984;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 354. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Haarhof&oldid=463574;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281814;Naglergasse 9;276;;Schottenviertel;"Haarhof;Haarhof, eH;Lindwurm, beim, Haarhof;Haarhof, beim Lindwurm"
58;Kohlmarkt, Puttelisches Haus;48.2092077;16.3680678;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 3. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_4&oldid=510793;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294141;Kohlmarkt 4;279;Georg Christoph;Schottenviertel;"Kohlmarkt, Putelische Erben, Haus;Kohlmarkt, Puttelische Erben, Haus"
59;Kohlmarkt, Rösslerisches Haus;48.2095687;16.368111;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 351. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_2&oldid=510706;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294138;Kohlmarkt 2;280;;Schottenviertel;"Kohlmarkt, Rößler, Sebastian, Haus;Kohlmarkt, Rößlerisches Haus;Kohlmarkt, Rößlersches Haus, eH"
60;Kohlmarkt, Spöckhlisches Haus;48.2093218;16.3681728;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 351. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Graben_19&oldid=510432;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279007;Graben 19;281;Andrä Speikhl;Schottenviertel;"Kohlmarkt, Speckhl, Andree, Haus;Kohlmarkt, Speckhlische Erben Haus;Kohlmarkt, Speckhlisches/Spöcklisches Haus;Kohlmarkt, Speckhlisches/Spöcklisches Haus (1697-11-18 ;Kohlmarkt, Speckhlsches Haus;Kohlmarkt, Specklsches Haus, eH;Kohlmarkt, Spekhl/Steckhl, Andree, Haus;Kohlmarkt, Spekhl/Steckhl, Andree, Haus (1674-11-20 ;Kohlmarkt, Spetlisches Haus;Kohlmarkt, Spöckhl, Andre, Haus;Kohlmarkt, Spökl, Andree, Haus"
61;Neubad;48.2098102;16.3676145;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 351. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Neubad&oldid=510860;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281811;Körblergasse 3;289;;Schottenviertel;Neubad
62;Naglergasse, Käfflisches Haus;48.2099808;16.3676311;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 359. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_7&oldid=510893;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281813;Körblergasse 7;290;;Schottenviertel;Naglergasse, Kaffel, Johann Haus
63;Naglergasse, Dillingerisches Haus;48.2103358;16.3673122;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 366. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_13&oldid=510810;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281819;Naglergasse 13;291;;Schottenviertel;"Naglergasse, Dillgensches Haus, eH;Naglergasse, Dillinger, Hans, Haus"
64;Naglergasse, Albertisches Haus;48.2103912;16.3672154;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 369. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_17&oldid=510859;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281827;Naglergasse 17;293;;Schottenviertel;"Naglergasse, Albert, Johann, Haus;Naglergasse, Alberth/Albert/Alber, Hans, Haus;Naglergasse, Albertisches Haus, eH;Naglergasse, Albrecht, Johann, Haus"
65;Naglergasse, Haus des Hofglasers;48.2104427;16.3671425;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 367. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_19&oldid=510661;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281827;Naglergasse 19;294;;Schottenviertel;Naglergasse, Haus des Hofglasers, ksl. Hofquartier
66;Naglergasse, Brandweinerisches Haus;48.2105752;16.367012;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 374. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_21&oldid=510753;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281829;Naglergasse 21;295;;Schottenviertel;Naglergasse, Brandtweinerisches Haus
67;Naglergasse, Grätschmayrisches Haus;48.2106838;16.3667981;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 374. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_25&oldid=510717;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281834;Naglergasse 25;298;;Schottenviertel;Naglergasse, Gratschmayr/Kratschmayr, Hanns/Johann, Haus
68;Naglergasse, Zum goldenen Kampl;48.2107866;16.3666086;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 376. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_27&oldid=510654;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281836;Naglergasse 27;299;;Schottenviertel;Naglergasse, beim Goldenen Kampl, eH
69;Naglergasse, Schneiderisches Haus;48.2109517;16.3665142;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 338. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_31&oldid=803222;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279969;Naglergasse 31;304;Adam Schneider;Schottenviertel;"Naglergasse, Schneider, Adam, Haus;Naglergasse, Schneider, Hans, Haus;Naglergasse, Schneider, Johann Adam Haus;Naglergasse, Schneider, Johann Adam/Adam Haus;Naglergasse, Schneidter/Schneider, Adam, Haus"
70;Naglergasse, Hämmerlisches Haus;48.2102667;16.367647;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 337. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Bognergasse_11&oldid=797498;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281797;Naglergasse 12;317;;Widmerviertel;"Naglergasse, Hämerisches Haus;Naglergasse, Hämerlisches Haus"
71;Am Hof, Stemblerisches Haus;48.21041;16.367606;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 263. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Bognergasse_11&oldid=797498;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281799;Irisgasse 1;318;Sebaldt Stembler;Widmerviertel;Am Hof, Stembler, Sebald, Haus
72;Päpstl. Nuntiatur;48.2106367;16.367311;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 265. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Am_Hof_3-4&oldid=510323;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281717;Am Hof 3-4;321;Inhaber der päpstl. Nuntiatur;Widmerviertel;Am Hof, päpstl. Nuntiatur
73;Am Hof, Zum HahnenBeiß;48.2109083;16.3669176;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 263. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_Hahnenbei%C3%9F&oldid=511364;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281720;Am Hof 5;322;Tobias Schultz;Widmerviertel;"im Haanenbeiß;Am Hof, im Haanenbeiß"
74;Am Hof, Weberisches Haus;48.2111678;16.3669652;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 270. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Heidenschuss_2&oldid=510463;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281725;Am Hof 6;324;Jos. Weber / kay hofbin erben;Widmerviertel;Am Hof, Webersches Haus, eH
75;Am Hof, Natschysches Haus;48.2112365;16.3670588;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 270. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Heidenschuss_2&oldid=510463;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281726;Am Hof 6;325;Hans Georg Benedikt Sielberdiener;Widmerviertel;"Am Hof, Natsch(in), Witwe, Haus;Am Hof, Natschy, Georg, Haus;Am Hof, Natschysches Haus, eH"
76;Am Hof, Pachenbergerisches Haus;48.2113201;16.3671265;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 271. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Heidenschuss_2&oldid=510463;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281727?query=am%20hof%206;Am Hof 6;326;;Widmerviertel;"Am Hof, Pachenberger, Hanns, Haus;Am Hof, Pachenberger, Johann, Haus"
77;Am Hof, Kostlerisches Haus;48.2113994;16.3671796;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 277. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Heidenschuss_2&oldid=510463;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281728;Am Hof 6;327;;Widmerviertel;Am Hof, Kostlersches Haus, eH
78;Am Hof, Bei der goldenen Weintraube;48.2116106;16.367487;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 277. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Merkleinsches_Haus&oldid=510765;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281736;Am Hof 7;329;;Widmerviertel;Am Hof, neben der Weintraube
79;Am Hof, Stadtrichterisches Haus;48.2116768;16.3675785;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 280. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Schmales_Haus&oldid=534103;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281739;Am Hof 8;330;;Widmerviertel;am Hof, Stadtrichterisches Haus
80;Färbergasse, Schererisches Haus;48.2122826;16.3688714;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 498. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=F%C3%A4rbergasse_3&oldid=510452;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281974;Färbergasse 3;333;;Widmerviertel;"Färbergasse, Schererischs Haus;Färbergasse, Schererisches Haus"
81;Färbergasse, Pöschisches Haus;48.2121545;16.3689125;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 300. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=F%C3%A4rbergasse_8&oldid=510456;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281973;Färbergasse 8;334;;Widmerviertel;"Färbergasse, Petsch, Hans Haus;Färbergasse, Pösch, Hans Heinrich, Haus"
82;Am Hof, Bauerisches Haus;48.2118312;16.3685472;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 490. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Ledererhof_7&oldid=510804;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281758;Färbergasse 4;338;(lorenz) bauer;Widmerviertel;Am Hof, Bauerisches Haus, eH
83;Am Hof, Motzisches Haus;48.2117227;16.3684839;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 411. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zur_goldenen_Kugel_(1,_Am_Hof_11)&oldid=812175;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281759;Am Hof 11;340;;Widmerviertel;Am Hof, Mözisches Haus
84;Am Hof, Zu den fünf Kronen;48.2116801;16.3688731;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 490. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Drahtgasse_3&oldid=510316;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281966;Drahtgasse 3;341;;Widmerviertel;"Am Hof, fünf Kronen, ksl. Hofquartier;Am Hof, bei den 5 Kronen"
85;Judenplatz, Zeyhlisches Haus;48.2119368;16.3692066;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 411. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Misrachihaus&oldid=508616;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281872;Judenplatz 8;343;;Widmerviertel;"Judenplatz, Zeyhlisches Haus;Judenplatz, Graf Zeilsches Haus"
86;Wipplingerstraße, Wagnerhaus;48.2123683;16.3692459;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 527. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wipplingerstra%C3%9Fe_17&oldid=511386;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282003;Wipplingerstraße 17;351;;Widmerviertel;Hohe Brücke, Wagnerisches Haus
87;Klugerstraße, Zum roten Säbel;48.212436;16.3690407;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1950, S. 530. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Sabelkeller&oldid=785525;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282006;Wipplingerstraße 19;352;;Widmerviertel;Klugerstraße, beim roten Säbel
88;Hohe Brücke, Stadtanwaltshaus;48.2126862;16.3690725;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 608. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wipplingerstra%C3%9Fe_20&oldid=511236;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282084;Wipplingerstraße 20;355;;Schottenviertel;Hohe Brücke, Stadtanwaltisches Haus
89;Am Gestade, Fürttisches Haus;48.212747;16.369656;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,4, Wien: Selbstverlag, 1953, S. 831. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Passauer_Platz_3&oldid=511101;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282727;Schwertgasse 3;357;Joh. Füerth;Schottenviertel;"Am Gestade (Unser Frauenstiege), Fürth, Johann, Haus;Hohe Brücke, Fürtt, Johann, Haus"
90;Wipplingerstraße, Herbersteinisches Haus;48.2122851;16.3697631;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 599. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wipplingerstra%C3%9Fe_14&oldid=511380;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282075;Wipplingerstraße 14;361;;Schottenviertel;"Wipplingerstraße, Herbersteinisches Haus;Hohe Brücke, Herbersteinisches Haus"
91;Beim Stoß im Himmel;48.2124419;16.3707227;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,4, Wien: Selbstverlag, 1953, S. 788. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Sto%C3%9F-im-Himmel-Haus&oldid=511304;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282709;Stoß im Himmel 3;364;;Schottenviertel;"beim Stoß in Himmel;beim Stoß im Himmel;beim Stoß im Himmel, eH"
92;Salvatorgasse, Zum großen Christoph;48.2122649;16.3714629;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,4, Wien: Selbstverlag, 1953, S. 831. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Salvatorgasse_10&oldid=510922;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282752;Salvatorgasse 10;368;;Schottenviertel;"großer Christoph, beim, eH;Salvatorgasse, beim großen Christoph, eH;beim großen Christoph"
93;Fischerstiege, Binderisches Haus;48.212413;16.3717701;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,4, Wien: Selbstverlag, 1953, S. 839. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Fischerstiege_3&oldid=510410;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282760;Fischerstiege 3;369;;Schottenviertel;Fischerstiege, auf der, Bindershaus
94;Fischerstiege, Frühwirthisches Haus;48.2125568;16.3720234;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,4, Wien: Selbstverlag, 1953, S. 854. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Fischerstiege_6&oldid=510541;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282775;Fischerstiege 4-8;375;;Schottenviertel;Fischerstiege, Fruhewürtisches Haus
95;Fischerstiege, Baderisches Haus;48.2124194;16.3720212;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,4, Wien: Selbstverlag, 1953, S. 851. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Fischerstiege_4&oldid=510602;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282772;Fischerstiege 4;376;;Schottenviertel;Fischerstiege, Baderisches Haus
96;Salvatorgasse, Zeisisches Haus;48.2120293;16.3717816;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 420. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Salvatorgasse_8&oldid=511028;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282747;Salvatorgasse 8;378;;Schottenviertel;Unser Herr, Zeißisches Haus
97;Karmeliterhaus;48.2118393;16.3720872;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,4, Wien: Selbstverlag, 1953, S. 820. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Salvatorgasse_6&oldid=510954;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282741;Salvatorgasse 6;379;;Schottenviertel;"Karmeliterhaus;Karmeliter Haus"
98;Salvatorgasse, Zum schwarzen Stiefel;48.2115856;16.3721416;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 442. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Hoher_Markt_7&oldid=510640;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278788;Salvatorgasse 1;382;;Schottenviertel;"beim Schwarzen Stiefel;Salvatorgasse, beim schwarzen Stiefel, eH"
99;Judenplatz, Zum schwarzen Stern;48.2115648;16.3702144;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 420. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=B%C3%B6hmische_Hofkanzlei&oldid=803021;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281881;Judenplatz 11;384;;Widmerviertel;"Schultergasse, beim Schwarzen Stern;Neubergisches Haus beim schwarzen Stern"
100;Wipplingerstraße, Hoffmannisches Haus;48.2115843;16.3716285;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 515. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wipplingerstra%C3%9Fe_6&oldid=511155;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282033;Wipplingerstraße 6;386;Ihr. gn. Herr Peter Frantz erben;Schottenviertel;"Wipplingerstraße (Wilpingerstraße), Hoffmansches Haus;Wipplingerstraße (Wilpingerstraße), Hoffmansches Haus, eH;Wipplingerstraße, Hoffman, Dr., Haus;Wipplingerstraße, Hoffman, Sekretär Haus;Wipplingerstraße, Hoffman, Sekretär, Haus;Wipplingerstraße, Hoffman, Witwe, Haus;Wipplingerstraße, Hoffmanisces Haus;Wipplingerstraße, Hoffmanisches Haus"
101;Wipplingerstraße, Weidingerisches Haus;48.2114621;16.3717816;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 513. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Galvagnihaus&oldid=510434;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278790;Wipplingerstraße 1;387;;Schottenviertel;"Wipplingerstraße, Weidinger, Herr, Haus;Wipplingerstraße, Weidinger, Herr, Haus (1700-11-12)"
